,Item to Item,Duration
2756,"('Butter Sticks', 'Trash Bags')",12.0
2757,"('Butter Sticks', 'Dish Soap')",9.0
2758,"('Butter Sticks', 'Detergent')",9.5
2759,"('Butter Sticks', 'Broom')",11.0
2760,"('Butter Sticks', 'Dog Treats')",14.0
2761,"('Butter Sticks', 'Air Freshner')",13.0
2762,"('Butter Sticks', 'Oreos')",11.0
2763,"('Butter Sticks', 'Popcorn')",12.0
2764,"('Butter Sticks', 'Gatorade (12)')",10.0
2765,"('Butter Sticks', 'Redbull (4)')",9.5
2766,"('Butter Sticks', 'Ritz')",8.0
2767,"('Butter Sticks', 'Coca Cola (12)')",7.0
2768,"('Butter Sticks', 'LaCroix (12)')",8.0
2769,"('Butter Sticks', 'Pepsi (12)')",7.5
2770,"('Butter Sticks', 'Seltzer (6)')",10.0
2771,"('Butter Sticks', 'Bottled Water (24)')",8.5
2772,"('Butter Sticks', 'Milk Gallon')",3.0
2773,"('Butter Sticks', 'Butter Sticks')",0.0
2774,"('Butter Sticks', 'Cookie Dough')",0.5
2775,"('Butter Sticks', 'Chobani (4)')",2.0
2776,"('Butter Sticks', 'Eggs (12)')",5.0
2777,"('Butter Sticks', 'Waffles')",10.0
2778,"('Butter Sticks', 'Taquitos')",10.0
2779,"('Butter Sticks', ""Breyer's Ice Cream"")",9.0
2780,"('Butter Sticks', 'Lasagna')",11.0
2781,"('Butter Sticks', 'Bagel Bites')",12.0
2782,"('Butter Sticks', 'Pizza (12"")')",9.0
2783,"('Butter Sticks', 'End Node')",13.5
2784,"('Cookie Dough', 'Start Node')",14.0
2785,"('Cookie Dough', 'Coffee Beans')",15.5
2786,"('Cookie Dough', 'K-Cups')",17.5
2787,"('Cookie Dough', 'Capt. Crunch')",19.5
2788,"('Cookie Dough', 'Chewy Bars')",17.0
2789,"('Cookie Dough', 'Granola')",16.0
2790,"('Cookie Dough', ""Hershey's"")",16.5
2791,"('Cookie Dough', 'Flour')",18.5
2792,"('Cookie Dough', 'Syrup')",18.5
2793,"('Cookie Dough', 'Brownie Mix')",15.5
2794,"('Cookie Dough', 'Seasoning')",14.0
2795,"('Cookie Dough', 'Soup')",14.5
2796,"('Cookie Dough', 'Mac & Cheese')",16.5
2797,"('Cookie Dough', 'Ketchup')",16.5
2798,"('Cookie Dough', 'Pickles')",16.0
2799,"('Cookie Dough', 'Italian Dressing')",15.5
2800,"('Cookie Dough', 'Soy Sauce')",13.5
2801,"('Cookie Dough', 'Penne')",14.0
2802,"('Cookie Dough', 'CapriSun')",14.5
2803,"('Cookie Dough', 'Tortillas')",15.5
2804,"('Cookie Dough', 'Tomato Sauce')",12.5
2805,"('Cookie Dough', 'Ibuprofen')",12.0
2806,"('Cookie Dough', 'Diapers')",13.5
2807,"('Cookie Dough', 'Tootpaste')",12.5
2808,"('Cookie Dough', 'Tampons')",13.5
2809,"('Cookie Dough', 'Shampoo')",12.0
2810,"('Cookie Dough', 'Toilet Paper')",10.5
2811,"('Cookie Dough', 'Paper Towels')",11.5
2812,"('Cookie Dough', 'Napkins')",13.5
2813,"('Cookie Dough', 'Solo Cups')",14.5
2814,"('Cookie Dough', 'Trash Bags')",11.5
2815,"('Cookie Dough', 'Dish Soap')",9.5
2816,"('Cookie Dough', 'Detergent')",10.0
2817,"('Cookie Dough', 'Broom')",11.5
2818,"('Cookie Dough', 'Dog Treats')",13.5
2819,"('Cookie Dough', 'Air Freshner')",12.5
2820,"('Cookie Dough', 'Oreos')",10.5
2821,"('Cookie Dough', 'Popcorn')",12.5
2822,"('Cookie Dough', 'Gatorade (12)')",10.5
2823,"('Cookie Dough', 'Redbull (4)')",10.0
2824,"('Cookie Dough', 'Ritz')",8.5
2825,"('Cookie Dough', 'Coca Cola (12)')",7.5
2826,"('Cookie Dough', 'LaCroix (12)')",8.5
2827,"('Cookie Dough', 'Pepsi (12)')",8.0
2828,"('Cookie Dough', 'Seltzer (6)')",9.5
2829,"('Cookie Dough', 'Bottled Water (24)')",8.0
2830,"('Cookie Dough', 'Milk Gallon')",3.5
2831,"('Cookie Dough', 'Butter Sticks')",0.5
2832,"('Cookie Dough', 'Cookie Dough')",0.0
2833,"('Cookie Dough', 'Chobani (4)')",1.5
2834,"('Cookie Dough', 'Eggs (12)')",4.5
2835,"('Cookie Dough', 'Waffles')",9.5
2836,"('Cookie Dough', 'Taquitos')",10.5
2837,"('Cookie Dough', ""Breyer's Ice Cream"")",9.5
2838,"('Cookie Dough', 'Lasagna')",11.5
2839,"('Cookie Dough', 'Bagel Bites')",11.5
2840,"('Cookie Dough', 'Pizza (12"")')",8.5
2841,"('Cookie Dough', 'End Node')",14.0
2842,"('Chobani (4)', 'Start Node')",15.5
2843,"('Chobani (4)', 'Coffee Beans')",17.0
2844,"('Chobani (4)', 'K-Cups')",19.0
2845,"('Chobani (4)', 'Capt. Crunch')",18.0
2846,"('Chobani (4)', 'Chewy Bars')",15.5
2847,"('Chobani (4)', 'Granola')",14.5
2848,"('Chobani (4)', ""Hershey's"")",15.0
2849,"('Chobani (4)', 'Flour')",17.0
2850,"('Chobani (4)', 'Syrup')",18.0
2851,"('Chobani (4)', 'Brownie Mix')",17.0
2852,"('Chobani (4)', 'Seasoning')",15.5
2853,"('Chobani (4)', 'Soup')",16.0
2854,"('Chobani (4)', 'Mac & Cheese')",18.0
2855,"('Chobani (4)', 'Ketchup')",15.0
2856,"('Chobani (4)', 'Pickles')",14.5
2857,"('Chobani (4)', 'Italian Dressing')",14.0
2858,"('Chobani (4)', 'Soy Sauce')",12.0
2859,"('Chobani (4)', 'Penne')",12.5
2860,"('Chobani (4)', 'CapriSun')",13.0
2861,"('Chobani (4)', 'Tortillas')",17.0
2862,"('Chobani (4)', 'Tomato Sauce')",14.0
2863,"('Chobani (4)', 'Ibuprofen')",13.5
2864,"('Chobani (4)', 'Diapers')",15.0
2865,"('Chobani (4)', 'Tootpaste')",11.0
2866,"('Chobani (4)', 'Tampons')",12.0
2867,"('Chobani (4)', 'Shampoo')",10.5
2868,"('Chobani (4)', 'Toilet Paper')",12.0
2869,"('Chobani (4)', 'Paper Towels')",13.0
2870,"('Chobani (4)', 'Napkins')",15.0
2871,"('Chobani (4)', 'Solo Cups')",13.0
2872,"('Chobani (4)', 'Trash Bags')",10.0
2873,"('Chobani (4)', 'Dish Soap')",11.0
2874,"('Chobani (4)', 'Detergent')",11.5
2875,"('Chobani (4)', 'Broom')",13.0
2876,"('Chobani (4)', 'Dog Treats')",12.0
2877,"('Chobani (4)', 'Air Freshner')",11.0
2878,"('Chobani (4)', 'Oreos')",9.0
2879,"('Chobani (4)', 'Popcorn')",12.0
2880,"('Chobani (4)', 'Gatorade (12)')",12.0
2881,"('Chobani (4)', 'Redbull (4)')",11.5
2882,"('Chobani (4)', 'Ritz')",10.0
2883,"('Chobani (4)', 'Coca Cola (12)')",9.0
2884,"('Chobani (4)', 'LaCroix (12)')",10.0
2885,"('Chobani (4)', 'Pepsi (12)')",9.5
2886,"('Chobani (4)', 'Seltzer (6)')",8.0
2887,"('Chobani (4)', 'Bottled Water (24)')",6.5
2888,"('Chobani (4)', 'Milk Gallon')",5.0
2889,"('Chobani (4)', 'Butter Sticks')",2.0
2890,"('Chobani (4)', 'Cookie Dough')",1.5
2891,"('Chobani (4)', 'Chobani (4)')",0.0
2892,"('Chobani (4)', 'Eggs (12)')",3.0
2893,"('Chobani (4)', 'Waffles')",8.0
2894,"('Chobani (4)', 'Taquitos')",12.0
2895,"('Chobani (4)', ""Breyer's Ice Cream"")",11.0
2896,"('Chobani (4)', 'Lasagna')",11.0
2897,"('Chobani (4)', 'Bagel Bites')",10.0
2898,"('Chobani (4)', 'Pizza (12"")')",7.0
2899,"('Chobani (4)', 'End Node')",15.5
2900,"('Eggs (12)', 'Start Node')",18.5
2901,"('Eggs (12)', 'Coffee Beans')",20.0
2902,"('Eggs (12)', 'K-Cups')",18.0
2903,"('Eggs (12)', 'Capt. Crunch')",15.0
2904,"('Eggs (12)', 'Chewy Bars')",12.5
2905,"('Eggs (12)', 'Granola')",11.5
2906,"('Eggs (12)', ""Hershey's"")",12.0
2907,"('Eggs (12)', 'Flour')",14.0
2908,"('Eggs (12)', 'Syrup')",15.0
2909,"('Eggs (12)', 'Brownie Mix')",18.0
2910,"('Eggs (12)', 'Seasoning')",18.5
2911,"('Eggs (12)', 'Soup')",17.0
2912,"('Eggs (12)', 'Mac & Cheese')",15.0
2913,"('Eggs (12)', 'Ketchup')",12.0
2914,"('Eggs (12)', 'Pickles')",11.5
2915,"('Eggs (12)', 'Italian Dressing')",11.0
2916,"('Eggs (12)', 'Soy Sauce')",9.0
2917,"('Eggs (12)', 'Penne')",9.5
2918,"('Eggs (12)', 'CapriSun')",10.0
2919,"('Eggs (12)', 'Tortillas')",14.0
2920,"('Eggs (12)', 'Tomato Sauce')",17.0
2921,"('Eggs (12)', 'Ibuprofen')",15.5
2922,"('Eggs (12)', 'Diapers')",14.0
2923,"('Eggs (12)', 'Tootpaste')",8.0
2924,"('Eggs (12)', 'Tampons')",9.0
2925,"('Eggs (12)', 'Shampoo')",7.5
2926,"('Eggs (12)', 'Toilet Paper')",15.0
2927,"('Eggs (12)', 'Paper Towels')",14.0
2928,"('Eggs (12)', 'Napkins')",12.0
2929,"('Eggs (12)', 'Solo Cups')",10.0
2930,"('Eggs (12)', 'Trash Bags')",7.0
2931,"('Eggs (12)', 'Dish Soap')",14.0
2932,"('Eggs (12)', 'Detergent')",13.5
2933,"('Eggs (12)', 'Broom')",12.0
2934,"('Eggs (12)', 'Dog Treats')",9.0
2935,"('Eggs (12)', 'Air Freshner')",8.0
2936,"('Eggs (12)', 'Oreos')",6.0
2937,"('Eggs (12)', 'Popcorn')",9.0
2938,"('Eggs (12)', 'Gatorade (12)')",11.0
2939,"('Eggs (12)', 'Redbull (4)')",11.5
2940,"('Eggs (12)', 'Ritz')",13.0
2941,"('Eggs (12)', 'Coca Cola (12)')",12.0
2942,"('Eggs (12)', 'LaCroix (12)')",11.0
2943,"('Eggs (12)', 'Pepsi (12)')",11.5
2944,"('Eggs (12)', 'Seltzer (6)')",5.0
2945,"('Eggs (12)', 'Bottled Water (24)')",3.5
2946,"('Eggs (12)', 'Milk Gallon')",8.0
2947,"('Eggs (12)', 'Butter Sticks')",5.0
2948,"('Eggs (12)', 'Cookie Dough')",4.5
2949,"('Eggs (12)', 'Chobani (4)')",3.0
2950,"('Eggs (12)', 'Eggs (12)')",0.0
2951,"('Eggs (12)', 'Waffles')",5.0
2952,"('Eggs (12)', 'Taquitos')",9.0
2953,"('Eggs (12)', ""Breyer's Ice Cream"")",10.0
2954,"('Eggs (12)', 'Lasagna')",8.0
2955,"('Eggs (12)', 'Bagel Bites')",7.0
2956,"('Eggs (12)', 'Pizza (12"")')",4.0
2957,"('Eggs (12)', 'End Node')",18.5
2958,"('Waffles', 'Start Node')",18.5
2959,"('Waffles', 'Coffee Beans')",20.0
2960,"('Waffles', 'K-Cups')",20.0
2961,"('Waffles', 'Capt. Crunch')",17.0
2962,"('Waffles', 'Chewy Bars')",14.5
2963,"('Waffles', 'Granola')",13.5
2964,"('Waffles', ""Hershey's"")",14.0
2965,"('Waffles', 'Flour')",16.0
2966,"('Waffles', 'Syrup')",17.0
2967,"('Waffles', 'Brownie Mix')",20.0
2968,"('Waffles', 'Seasoning')",18.5
2969,"('Waffles', 'Soup')",19.0
2970,"('Waffles', 'Mac & Cheese')",17.0
2971,"('Waffles', 'Ketchup')",14.0
2972,"('Waffles', 'Pickles')",13.5
2973,"('Waffles', 'Italian Dressing')",13.0
2974,"('Waffles', 'Soy Sauce')",11.0
2975,"('Waffles', 'Penne')",11.5
2976,"('Waffles', 'CapriSun')",12.0
2977,"('Waffles', 'Tortillas')",16.0
2978,"('Waffles', 'Tomato Sauce')",17.0
2979,"('Waffles', 'Ibuprofen')",16.5
2980,"('Waffles', 'Diapers')",16.0
2981,"('Waffles', 'Tootpaste')",10.0
2982,"('Waffles', 'Tampons')",11.0
2983,"('Waffles', 'Shampoo')",9.5
2984,"('Waffles', 'Toilet Paper')",15.0
2985,"('Waffles', 'Paper Towels')",16.0
2986,"('Waffles', 'Napkins')",14.0
2987,"('Waffles', 'Solo Cups')",12.0
2988,"('Waffles', 'Trash Bags')",9.0
2989,"('Waffles', 'Dish Soap')",14.0
2990,"('Waffles', 'Detergent')",14.5
2991,"('Waffles', 'Broom')",14.0
2992,"('Waffles', 'Dog Treats')",11.0
2993,"('Waffles', 'Air Freshner')",10.0
2994,"('Waffles', 'Oreos')",8.0
2995,"('Waffles', 'Popcorn')",11.0
2996,"('Waffles', 'Gatorade (12)')",13.0
2997,"('Waffles', 'Redbull (4)')",13.5
2998,"('Waffles', 'Ritz')",13.0
2999,"('Waffles', 'Coca Cola (12)')",12.0
3000,"('Waffles', 'LaCroix (12)')",13.0
3001,"('Waffles', 'Pepsi (12)')",12.5
3002,"('Waffles', 'Seltzer (6)')",7.0
3003,"('Waffles', 'Bottled Water (24)')",5.5
3004,"('Waffles', 'Milk Gallon')",11.0
3005,"('Waffles', 'Butter Sticks')",10.0
3006,"('Waffles', 'Cookie Dough')",9.5
3007,"('Waffles', 'Chobani (4)')",8.0
3008,"('Waffles', 'Eggs (12)')",5.0
3009,"('Waffles', 'Waffles')",0.0
3010,"('Waffles', 'Taquitos')",4.0
3011,"('Waffles', ""Breyer's Ice Cream"")",5.0
3012,"('Waffles', 'Lasagna')",3.0
3013,"('Waffles', 'Bagel Bites')",2.0
3014,"('Waffles', 'Pizza (12"")')",1.0
3015,"('Waffles', 'End Node')",18.5
3016,"('Taquitos', 'Start Node')",14.5
3017,"('Taquitos', 'Coffee Beans')",16.0
3018,"('Taquitos', 'K-Cups')",18.0
3019,"('Taquitos', 'Capt. Crunch')",21.0
3020,"('Taquitos', 'Chewy Bars')",18.5
3021,"('Taquitos', 'Granola')",17.5
3022,"('Taquitos', ""Hershey's"")",18.0
3023,"('Taquitos', 'Flour')",20.0
3024,"('Taquitos', 'Syrup')",19.0
3025,"('Taquitos', 'Brownie Mix')",16.0
3026,"('Taquitos', 'Seasoning')",14.5
3027,"('Taquitos', 'Soup')",15.0
3028,"('Taquitos', 'Mac & Cheese')",17.0
3029,"('Taquitos', 'Ketchup')",18.0
3030,"('Taquitos', 'Pickles')",17.5
3031,"('Taquitos', 'Italian Dressing')",17.0
3032,"('Taquitos', 'Soy Sauce')",15.0
3033,"('Taquitos', 'Penne')",15.5
3034,"('Taquitos', 'CapriSun')",16.0
3035,"('Taquitos', 'Tortillas')",16.0
3036,"('Taquitos', 'Tomato Sauce')",13.0
3037,"('Taquitos', 'Ibuprofen')",12.5
3038,"('Taquitos', 'Diapers')",14.0
3039,"('Taquitos', 'Tootpaste')",14.0
3040,"('Taquitos', 'Tampons')",15.0
3041,"('Taquitos', 'Shampoo')",13.5
3042,"('Taquitos', 'Toilet Paper')",11.0
3043,"('Taquitos', 'Paper Towels')",12.0
3044,"('Taquitos', 'Napkins')",14.0
3045,"('Taquitos', 'Solo Cups')",16.0
3046,"('Taquitos', 'Trash Bags')",13.0
3047,"('Taquitos', 'Dish Soap')",10.0
3048,"('Taquitos', 'Detergent')",10.5
3049,"('Taquitos', 'Broom')",12.0
3050,"('Taquitos', 'Dog Treats')",15.0
3051,"('Taquitos', 'Air Freshner')",14.0
3052,"('Taquitos', 'Oreos')",12.0
3053,"('Taquitos', 'Popcorn')",13.0
3054,"('Taquitos', 'Gatorade (12)')",11.0
3055,"('Taquitos', 'Redbull (4)')",10.5
3056,"('Taquitos', 'Ritz')",9.0
3057,"('Taquitos', 'Coca Cola (12)')",8.0
3058,"('Taquitos', 'LaCroix (12)')",9.0
3059,"('Taquitos', 'Pepsi (12)')",8.5
3060,"('Taquitos', 'Seltzer (6)')",11.0
3061,"('Taquitos', 'Bottled Water (24)')",9.5
3062,"('Taquitos', 'Milk Gallon')",7.0
3063,"('Taquitos', 'Butter Sticks')",10.0
3064,"('Taquitos', 'Cookie Dough')",10.5
3065,"('Taquitos', 'Chobani (4)')",12.0
3066,"('Taquitos', 'Eggs (12)')",9.0
3067,"('Taquitos', 'Waffles')",4.0
3068,"('Taquitos', 'Taquitos')",0.0
3069,"('Taquitos', ""Breyer's Ice Cream"")",1.0
3070,"('Taquitos', 'Lasagna')",1.0
3071,"('Taquitos', 'Bagel Bites')",2.0
3072,"('Taquitos', 'Pizza (12"")')",5.0
3073,"('Taquitos', 'End Node')",14.5
3074,"(""Breyer's Ice Cream"", 'Start Node')",13.5
3075,"(""Breyer's Ice Cream"", 'Coffee Beans')",15.0
3076,"(""Breyer's Ice Cream"", 'K-Cups')",17.0
3077,"(""Breyer's Ice Cream"", 'Capt. Crunch')",20.0
3078,"(""Breyer's Ice Cream"", 'Chewy Bars')",19.5
3079,"(""Breyer's Ice Cream"", 'Granola')",18.5
3080,"(""Breyer's Ice Cream"", ""Hershey's"")",19.0
3081,"(""Breyer's Ice Cream"", 'Flour')",19.0
3082,"(""Breyer's Ice Cream"", 'Syrup')",18.0
3083,"(""Breyer's Ice Cream"", 'Brownie Mix')",15.0
3084,"(""Breyer's Ice Cream"", 'Seasoning')",13.5
3085,"(""Breyer's Ice Cream"", 'Soup')",14.0
3086,"(""Breyer's Ice Cream"", 'Mac & Cheese')",16.0
3087,"(""Breyer's Ice Cream"", 'Ketchup')",19.0
3088,"(""Breyer's Ice Cream"", 'Pickles')",18.5
3089,"(""Breyer's Ice Cream"", 'Italian Dressing')",18.0
3090,"(""Breyer's Ice Cream"", 'Soy Sauce')",16.0
3091,"(""Breyer's Ice Cream"", 'Penne')",16.5
3092,"(""Breyer's Ice Cream"", 'CapriSun')",17.0
3093,"(""Breyer's Ice Cream"", 'Tortillas')",15.0
3094,"(""Breyer's Ice Cream"", 'Tomato Sauce')",12.0
3095,"(""Breyer's Ice Cream"", 'Ibuprofen')",11.5
3096,"(""Breyer's Ice Cream"", 'Diapers')",13.0
3097,"(""Breyer's Ice Cream"", 'Tootpaste')",15.0
3098,"(""Breyer's Ice Cream"", 'Tampons')",16.0
3099,"(""Breyer's Ice Cream"", 'Shampoo')",14.5
3100,"(""Breyer's Ice Cream"", 'Toilet Paper')",10.0
3101,"(""Breyer's Ice Cream"", 'Paper Towels')",11.0
3102,"(""Breyer's Ice Cream"", 'Napkins')",13.0
3103,"(""Breyer's Ice Cream"", 'Solo Cups')",15.0
3104,"(""Breyer's Ice Cream"", 'Trash Bags')",14.0
3105,"(""Breyer's Ice Cream"", 'Dish Soap')",9.0
3106,"(""Breyer's Ice Cream"", 'Detergent')",9.5
3107,"(""Breyer's Ice Cream"", 'Broom')",11.0
3108,"(""Breyer's Ice Cream"", 'Dog Treats')",14.0
3109,"(""Breyer's Ice Cream"", 'Air Freshner')",15.0
3110,"(""Breyer's Ice Cream"", 'Oreos')",13.0
3111,"(""Breyer's Ice Cream"", 'Popcorn')",12.0
3112,"(""Breyer's Ice Cream"", 'Gatorade (12)')",10.0
3113,"(""Breyer's Ice Cream"", 'Redbull (4)')",9.5
3114,"(""Breyer's Ice Cream"", 'Ritz')",8.0
3115,"(""Breyer's Ice Cream"", 'Coca Cola (12)')",7.0
3116,"(""Breyer's Ice Cream"", 'LaCroix (12)')",8.0
3117,"(""Breyer's Ice Cream"", 'Pepsi (12)')",7.5
3118,"(""Breyer's Ice Cream"", 'Seltzer (6)')",12.0
3119,"(""Breyer's Ice Cream"", 'Bottled Water (24)')",10.5
3120,"(""Breyer's Ice Cream"", 'Milk Gallon')",6.0
3121,"(""Breyer's Ice Cream"", 'Butter Sticks')",9.0
3122,"(""Breyer's Ice Cream"", 'Cookie Dough')",9.5
3123,"(""Breyer's Ice Cream"", 'Chobani (4)')",11.0
3124,"(""Breyer's Ice Cream"", 'Eggs (12)')",10.0
3125,"(""Breyer's Ice Cream"", 'Waffles')",5.0
3126,"(""Breyer's Ice Cream"", 'Taquitos')",1.0
3127,"(""Breyer's Ice Cream"", ""Breyer's Ice Cream"")",0.0
3128,"(""Breyer's Ice Cream"", 'Lasagna')",2.0
3129,"(""Breyer's Ice Cream"", 'Bagel Bites')",3.0
3130,"(""Breyer's Ice Cream"", 'Pizza (12"")')",6.0
3131,"(""Breyer's Ice Cream"", 'End Node')",13.5
3132,"('Lasagna', 'Start Node')",15.5
3133,"('Lasagna', 'Coffee Beans')",17.0
3134,"('Lasagna', 'K-Cups')",19.0
3135,"('Lasagna', 'Capt. Crunch')",20.0
3136,"('Lasagna', 'Chewy Bars')",17.5
3137,"('Lasagna', 'Granola')",16.5
3138,"('Lasagna', ""Hershey's"")",17.0
3139,"('Lasagna', 'Flour')",19.0
3140,"('Lasagna', 'Syrup')",20.0
3141,"('Lasagna', 'Brownie Mix')",17.0
3142,"('Lasagna', 'Seasoning')",15.5
3143,"('Lasagna', 'Soup')",16.0
3144,"('Lasagna', 'Mac & Cheese')",18.0
3145,"('Lasagna', 'Ketchup')",17.0
3146,"('Lasagna', 'Pickles')",16.5
3147,"('Lasagna', 'Italian Dressing')",16.0
3148,"('Lasagna', 'Soy Sauce')",14.0
3149,"('Lasagna', 'Penne')",14.5
3150,"('Lasagna', 'CapriSun')",15.0
3151,"('Lasagna', 'Tortillas')",17.0
3152,"('Lasagna', 'Tomato Sauce')",14.0
3153,"('Lasagna', 'Ibuprofen')",13.5
3154,"('Lasagna', 'Diapers')",15.0
3155,"('Lasagna', 'Tootpaste')",13.0
3156,"('Lasagna', 'Tampons')",14.0
3157,"('Lasagna', 'Shampoo')",12.5
3158,"('Lasagna', 'Toilet Paper')",12.0
3159,"('Lasagna', 'Paper Towels')",13.0
3160,"('Lasagna', 'Napkins')",15.0
3161,"('Lasagna', 'Solo Cups')",15.0
3162,"('Lasagna', 'Trash Bags')",12.0
3163,"('Lasagna', 'Dish Soap')",11.0
3164,"('Lasagna', 'Detergent')",11.5
3165,"('Lasagna', 'Broom')",13.0
3166,"('Lasagna', 'Dog Treats')",14.0
3167,"('Lasagna', 'Air Freshner')",13.0
3168,"('Lasagna', 'Oreos')",11.0
3169,"('Lasagna', 'Popcorn')",14.0
3170,"('Lasagna', 'Gatorade (12)')",12.0
3171,"('Lasagna', 'Redbull (4)')",11.5
3172,"('Lasagna', 'Ritz')",10.0
3173,"('Lasagna', 'Coca Cola (12)')",9.0
3174,"('Lasagna', 'LaCroix (12)')",10.0
3175,"('Lasagna', 'Pepsi (12)')",9.5
3176,"('Lasagna', 'Seltzer (6)')",10.0
3177,"('Lasagna', 'Bottled Water (24)')",8.5
3178,"('Lasagna', 'Milk Gallon')",8.0
3179,"('Lasagna', 'Butter Sticks')",11.0
3180,"('Lasagna', 'Cookie Dough')",11.5
3181,"('Lasagna', 'Chobani (4)')",11.0
3182,"('Lasagna', 'Eggs (12)')",8.0
3183,"('Lasagna', 'Waffles')",3.0
3184,"('Lasagna', 'Taquitos')",1.0
3185,"('Lasagna', ""Breyer's Ice Cream"")",2.0
3186,"('Lasagna', 'Lasagna')",0.0
3187,"('Lasagna', 'Bagel Bites')",1.0
3188,"('Lasagna', 'Pizza (12"")')",4.0
3189,"('Lasagna', 'End Node')",15.5
3190,"('Bagel Bites', 'Start Node')",16.5
3191,"('Bagel Bites', 'Coffee Beans')",18.0
3192,"('Bagel Bites', 'K-Cups')",20.0
3193,"('Bagel Bites', 'Capt. Crunch')",19.0
3194,"('Bagel Bites', 'Chewy Bars')",16.5
3195,"('Bagel Bites', 'Granola')",15.5
3196,"('Bagel Bites', ""Hershey's"")",16.0
3197,"('Bagel Bites', 'Flour')",18.0
3198,"('Bagel Bites', 'Syrup')",19.0
3199,"('Bagel Bites', 'Brownie Mix')",18.0
3200,"('Bagel Bites', 'Seasoning')",16.5
3201,"('Bagel Bites', 'Soup')",17.0
3202,"('Bagel Bites', 'Mac & Cheese')",19.0
3203,"('Bagel Bites', 'Ketchup')",16.0
3204,"('Bagel Bites', 'Pickles')",15.5
3205,"('Bagel Bites', 'Italian Dressing')",15.0
3206,"('Bagel Bites', 'Soy Sauce')",13.0
3207,"('Bagel Bites', 'Penne')",13.5
3208,"('Bagel Bites', 'CapriSun')",14.0
3209,"('Bagel Bites', 'Tortillas')",18.0
3210,"('Bagel Bites', 'Tomato Sauce')",15.0
3211,"('Bagel Bites', 'Ibuprofen')",14.5
3212,"('Bagel Bites', 'Diapers')",16.0
3213,"('Bagel Bites', 'Tootpaste')",12.0
3214,"('Bagel Bites', 'Tampons')",13.0
3215,"('Bagel Bites', 'Shampoo')",11.5
3216,"('Bagel Bites', 'Toilet Paper')",13.0
3217,"('Bagel Bites', 'Paper Towels')",14.0
3218,"('Bagel Bites', 'Napkins')",16.0
3219,"('Bagel Bites', 'Solo Cups')",14.0
3220,"('Bagel Bites', 'Trash Bags')",11.0
3221,"('Bagel Bites', 'Dish Soap')",12.0
3222,"('Bagel Bites', 'Detergent')",12.5
3223,"('Bagel Bites', 'Broom')",14.0
3224,"('Bagel Bites', 'Dog Treats')",13.0
3225,"('Bagel Bites', 'Air Freshner')",12.0
3226,"('Bagel Bites', 'Oreos')",10.0
3227,"('Bagel Bites', 'Popcorn')",13.0
3228,"('Bagel Bites', 'Gatorade (12)')",13.0
3229,"('Bagel Bites', 'Redbull (4)')",12.5
3230,"('Bagel Bites', 'Ritz')",11.0
3231,"('Bagel Bites', 'Coca Cola (12)')",10.0
3232,"('Bagel Bites', 'LaCroix (12)')",11.0
3233,"('Bagel Bites', 'Pepsi (12)')",10.5
3234,"('Bagel Bites', 'Seltzer (6)')",9.0
3235,"('Bagel Bites', 'Bottled Water (24)')",7.5
3236,"('Bagel Bites', 'Milk Gallon')",9.0
3237,"('Bagel Bites', 'Butter Sticks')",12.0
3238,"('Bagel Bites', 'Cookie Dough')",11.5
3239,"('Bagel Bites', 'Chobani (4)')",10.0
3240,"('Bagel Bites', 'Eggs (12)')",7.0
3241,"('Bagel Bites', 'Waffles')",2.0
3242,"('Bagel Bites', 'Taquitos')",2.0
3243,"('Bagel Bites', ""Breyer's Ice Cream"")",3.0
3244,"('Bagel Bites', 'Lasagna')",1.0
3245,"('Bagel Bites', 'Bagel Bites')",0.0
3246,"('Bagel Bites', 'Pizza (12"")')",3.0
3247,"('Bagel Bites', 'End Node')",16.5
3248,"('Pizza (12"")', 'Start Node')",19.5
3249,"('Pizza (12"")', 'Coffee Beans')",21.0
3250,"('Pizza (12"")', 'K-Cups')",19.0
3251,"('Pizza (12"")', 'Capt. Crunch')",16.0
3252,"('Pizza (12"")', 'Chewy Bars')",13.5
3253,"('Pizza (12"")', 'Granola')",12.5
3254,"('Pizza (12"")', ""Hershey's"")",13.0
3255,"('Pizza (12"")', 'Flour')",15.0
3256,"('Pizza (12"")', 'Syrup')",16.0
3257,"('Pizza (12"")', 'Brownie Mix')",19.0
3258,"('Pizza (12"")', 'Seasoning')",19.5
3259,"('Pizza (12"")', 'Soup')",18.0
3260,"('Pizza (12"")', 'Mac & Cheese')",16.0
3261,"('Pizza (12"")', 'Ketchup')",13.0
3262,"('Pizza (12"")', 'Pickles')",12.5
3263,"('Pizza (12"")', 'Italian Dressing')",12.0
3264,"('Pizza (12"")', 'Soy Sauce')",10.0
3265,"('Pizza (12"")', 'Penne')",10.5
3266,"('Pizza (12"")', 'CapriSun')",11.0
3267,"('Pizza (12"")', 'Tortillas')",15.0
3268,"('Pizza (12"")', 'Tomato Sauce')",18.0
3269,"('Pizza (12"")', 'Ibuprofen')",16.5
3270,"('Pizza (12"")', 'Diapers')",15.0
3271,"('Pizza (12"")', 'Tootpaste')",9.0
3272,"('Pizza (12"")', 'Tampons')",10.0
3273,"('Pizza (12"")', 'Shampoo')",8.5
3274,"('Pizza (12"")', 'Toilet Paper')",16.0
3275,"('Pizza (12"")', 'Paper Towels')",15.0
